x,y,demand,open,close,servicetime,drone_serve,time
58.333333333333336,58.333333333333336,0.0,0.0,634.0,5,1,0.0
65.83333333333334,60.0,22.0,9.0,69.0,5,0,0.0
50.833333333333336,45.0,10.0,25.0,85.0,5,1,0.0
80.0,21.666666666666668,10.0,51.0,111.0,5,1,0.0
70.83333333333334,88.33333333333334,20.0,39.0,99.0,5,0,0.0
72.5,90.0,20.0,43.0,103.0,5,0,0.0
50.833333333333336,40.0,20.0,53.0,113.0,5,0,0.0
80.83333333333334,24.166666666666668,30.0,49.0,109.0,5,0,0.0
75.0,36.66666666666667,6.0,37.0,97.0,5,1,0.0
52.5,47.5,10.0,14.0,74.0,5,0,0.0
71.66666666666667,85.0,10.0,35.0,95.0,5,1,0.0
94.16666666666667,57.5,20.0,55.0,115.0,5,0,0.0
17.5,40.0,10.0,53.0,113.0,5,1,0.0
55.0,33.333333333333336,20.0,30.0,90.0,5,0,0.0
72.5,32.5,20.0,35.0,95.0,5,0,0.0
52.5,41.66666666666667,10.0,40.0,100.0,5,1,0.0
58.333333333333336,78.33333333333334,32.0,24.0,84.0,5,0,0.0
90.83333333333334,59.16666666666667,20.0,39.0,99.0,5,0,0.0
75.83333333333334,90.0,10.0,57.0,117.0,5,1,0.0
13.333333333333334,31.666666666666668,20.0,77.0,137.0,5,0,0.0
36.66666666666667,30.0,9.0,42.0,102.0,5,0,0.0
82.5,21.666666666666668,40.0,55.0,115.0,5,0,0.0
23.333333333333336,82.5,10.0,51.0,111.0,5,1,0.0
36.66666666666667,96.66666666666667,27.0,52.0,112.0,5,0,0.0
68.33333333333334,83.33333333333334,18.0,89.0,149.0,5,0,0.0
69.16666666666667,10.0,29.0,215.0,275.0,5,0,0.0
70.83333333333334,62.5,37.0,15.0,75.0,5,0,0.0
70.0,82.5,20.0,32.0,92.0,5,0,0.0
79.16666666666667,29.166666666666668,10.0,43.0,103.0,5,1,0.0
0.8333333333333334,20.0,10.0,89.0,149.0,5,1,0.0
73.33333333333334,29.166666666666668,20.0,51.0,111.0,5,0,0.0
23.333333333333336,89.16666666666667,20.0,55.0,115.0,5,0,0.0
74.16666666666667,32.5,23.0,36.0,96.0,5,0,0.0
93.33333333333334,59.16666666666667,20.0,42.0,102.0,5,0,0.0
19.166666666666668,32.5,20.0,337.0,397.0,5,0,0.0
55.0,75.83333333333334,16.0,21.0,81.0,5,0,0.0
65.0,52.5,19.0,10.0,70.0,5,0,0.0
94.16666666666667,59.16666666666667,10.0,43.0,103.0,5,1,0.0
93.33333333333334,10.833333333333334,27.0,494.0,554.0,5,0,0.0
34.16666666666667,30.0,13.0,44.0,104.0,5,0,0.0
53.333333333333336,50.833333333333336,20.0,134.0,194.0,5,0,0.0
85.83333333333334,36.66666666666667,12.0,42.0,102.0,5,0,0.0
55.833333333333336,45.833333333333336,10.0,15.0,75.0,5,0,0.0
77.5,30.0,20.0,41.0,101.0,5,0,0.0
